SAMPLE_ID,READ1_PATH_FASTQC_REPORT,FASTQC_VERSION,READ1_N_READS_SEQUENCED,READ1_SEQUENCING_READ_LENGTH,READ1_GC,READ1_PER_BASE_SEQUENCE_QUALITY,READ1_PER_TILE_SEQUENCE_QUALITY,READ1_PER_BASE_SEQUENCE_CONTENT,READ1_PER_SEQUENCE_GC_CONTENT,READ1_PER_BASE_N_CONTENT,READ1_SEQUENCE_DUPLICATION_LEVELS,READ1_DEDUPLICATED_PERCENTAGE,READ1_OVERREPRESENTED_SEQUENCES,READ1_ADAPTER_CONTENT,READ1_KMER_CONTENT,READ2_PATH_FASTQC_REPORT,READ2_N_READS_SEQUENCED,READ2_SEQUENCING_READ_LENGTH,READ2_GC,READ2_PER_BASE_SEQUENCE_QUALITY,READ2_PER_TILE_SEQUENCE_QUALITY,READ2_PER_BASE_SEQUENCE_CONTENT,READ2_PER_SEQUENCE_GC_CONTENT,READ2_PER_BASE_N_CONTENT,READ2_SEQUENCE_DUPLICATION_LEVELS,READ2_DEDUPLICATED_PERCENTAGE,READ2_OVERREPRESENTED_SEQUENCES,READ2_ADAPTER_CONTENT,READ2_KMER_CONTENT,READ1_READ_LENGTH,READ2_READ_LENGTH
fc3e8b36a_d85069368,/users/project/4DGenome/sequencing/2015-10-16/fastqc/fc3e8b36a_d85069368_read1_fastqc/fastqc_data.txt,0.11.2,73877426,,43,pass,pass,warn,pass,pass,warn,53.8998795975173,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/fc3e8b36a_d85069368_read2_fastqc/fastqc_data.txt,73877426,,43,pass,pass,warn,pass,pass,warn,52.67665591445567,pass,pass,fail,75,75
1618f57a8_7bf1478ce,/users/project/4DGenome/sequencing/2015-09-18/fastqc/1618f57a8_7bf1478ce_read1_fastqc/fastqc_data.txt,0.11.2,198890449,,41,pass,pass,warn,pass,pass,pass,89.72195686721076,pass,pass,fail,/users/project/4DGenome/sequencing/2015-09-18/fastqc/1618f57a8_7bf1478ce_read2_fastqc/fastqc_data.txt,198890449,,41,pass,pass,warn,pass,pass,pass,89.9221328971326,pass,pass,fail,75,75
74e57f5e3_7bf1478ce,/users/project/4DGenome/sequencing/2015-09-18/fastqc/74e57f5e3_7bf1478ce_read1_fastqc/fastqc_data.txt,0.11.2,196618367,,42,pass,pass,warn,pass,pass,pass,87.69150106747601,pass,pass,fail,/users/project/4DGenome/sequencing/2015-09-18/fastqc/74e57f5e3_7bf1478ce_read2_fastqc/fastqc_data.txt,196618367,,42,pass,pass,warn,pass,pass,pass,87.75728330182208,pass,pass,fail,75,75
858b56753_7bf1478ce,/users/project/4DGenome/sequencing/2015-09-18/fastqc/858b56753_7bf1478ce_read1_fastqc/fastqc_data.txt,0.11.2,245546074,,42,pass,pass,warn,pass,pass,pass,85.96853703962724,pass,pass,fail,/users/project/4DGenome/sequencing/2015-09-18/fastqc/858b56753_7bf1478ce_read2_fastqc/fastqc_data.txt,245546074,,42,pass,pass,warn,pass,pass,pass,86.07294166971703,pass,pass,fail,75,75
b7fa2d8db_fca0f6d67,/users/project/4DGenome/sequencing/2015-10-26/fastqc/b7fa2d8db_fca0f6d67_read1_fastqc/fastqc_data.txt,0.11.2,65373437,,42,pass,pass,warn,pass,pass,pass,95.16099504366024,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/b7fa2d8db_fca0f6d67_read2_fastqc/fastqc_data.txt,65373437,,41,pass,pass,warn,pass,pass,pass,95.13884482055164,pass,pass,fail,76,76
b7fa2d8db_0e5ee7d46,/users/project/4DGenome/sequencing/2015-10-16/fastqc/b7fa2d8db_0e5ee7d46_read1_fastqc/fastqc_data.txt,0.11.2,128636957,,43,pass,pass,warn,pass,pass,warn,58.75334965998873,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/b7fa2d8db_0e5ee7d46_read2_fastqc/fastqc_data.txt,128636957,,43,pass,pass,warn,pass,pass,warn,56.969387068002476,pass,pass,fail,75,75
7824bad60_7bf1478ce,/users/project/4DGenome/sequencing/2015-09-18/fastqc/7824bad60_7bf1478ce_read1_fastqc/fastqc_data.txt,0.11.2,251097284,,42,pass,pass,warn,pass,pass,pass,86.70415921894846,pass,pass,fail,/users/project/4DGenome/sequencing/2015-09-18/fastqc/7824bad60_7bf1478ce_read2_fastqc/fastqc_data.txt,251097284,,42,pass,pass,warn,pass,pass,pass,87.05865209360277,pass,pass,fail,75,75
fc3e8b36a_6478f9563,/users/project/4DGenome/sequencing/2015-10-16/fastqc/fc3e8b36a_6478f9563_read1_fastqc/fastqc_data.txt,0.11.2,123891469,,43,pass,pass,warn,pass,pass,warn,59.11546161471484,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/fc3e8b36a_6478f9563_read2_fastqc/fastqc_data.txt,123891469,,43,pass,pass,warn,pass,pass,warn,56.792939240537834,pass,pass,fail,75,75
fc3e8b36a_761b84fec,/users/project/4DGenome/sequencing/2015-10-26/fastqc/fc3e8b36a_761b84fec_read1_fastqc/fastqc_data.txt,0.11.2,75692301,,42,pass,pass,warn,pass,pass,pass,94.83743282931901,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/fc3e8b36a_761b84fec_read2_fastqc/fastqc_data.txt,75692301,,42,pass,pass,warn,pass,pass,pass,94.72937624746463,pass,pass,fail,76,76
e6588f786_bbef8d8ce,/users/project/4DGenome/sequencing/2015-10-26/fastqc/e6588f786_bbef8d8ce_read1_fastqc/fastqc_data.txt,0.11.2,76517512,,43,pass,pass,fail,pass,pass,pass,87.87325816932781,warn,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/e6588f786_bbef8d8ce_read2_fastqc/fastqc_data.txt,76517512,,42,pass,pass,fail,pass,pass,pass,93.38522116916563,pass,pass,fail,76,76
fc3e8b36a_6e79a3b7d,/users/project/4DGenome/sequencing/2015-10-26/fastqc/fc3e8b36a_6e79a3b7d_read1_fastqc/fastqc_data.txt,0.11.2,87862479,,43,pass,pass,warn,pass,pass,pass,95.13156312781408,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/fc3e8b36a_6e79a3b7d_read2_fastqc/fastqc_data.txt,87862479,,42,pass,pass,warn,pass,pass,pass,93.80810843989866,pass,pass,fail,76,76
b7fa2d8db_71c0fc2b2,/users/project/4DGenome/sequencing/2015-10-26/fastqc/b7fa2d8db_71c0fc2b2_read1_fastqc/fastqc_data.txt,0.11.2,89137842,,43,pass,pass,warn,pass,pass,pass,94.62941623965406,warn,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/b7fa2d8db_71c0fc2b2_read2_fastqc/fastqc_data.txt,89137842,,43,pass,pass,warn,pass,pass,pass,93.6977561268042,pass,pass,fail,76,76
b7fa2d8db_ddbe15068,/users/project/4DGenome/sequencing/2015-10-16/fastqc/b7fa2d8db_ddbe15068_read1_fastqc/fastqc_data.txt,0.11.2,145620110,,43,pass,pass,warn,pass,pass,warn,54.376215067122246,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/b7fa2d8db_ddbe15068_read2_fastqc/fastqc_data.txt,145620110,,43,pass,pass,warn,pass,pass,warn,51.00788148454542,pass,pass,fail,75,75
c0b8584ea_22292562d,/users/project/4DGenome/sequencing/2015-10-16/fastqc/c0b8584ea_22292562d_read1_fastqc/fastqc_data.txt,0.11.2,150159449,,43,pass,pass,warn,pass,pass,warn,58.487933276178126,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/c0b8584ea_22292562d_read2_fastqc/fastqc_data.txt,150159449,,44,pass,pass,fail,pass,pass,warn,55.598110267953395,pass,pass,fail,75,75
e6588f786_84fa55d9b,/users/project/4DGenome/sequencing/2015-10-26/fastqc/e6588f786_84fa55d9b_read1_fastqc/fastqc_data.txt,0.11.2,97508289,,42,pass,pass,warn,pass,pass,pass,93.85294903578887,warn,pass,fail,/users/project/4DGenome/sequencing/2015-10-26/fastqc/e6588f786_84fa55d9b_read2_fastqc/fastqc_data.txt,97508289,,42,pass,pass,warn,pass,pass,pass,93.73377760352201,pass,pass,fail,76,76
c0b8584ea_48a4704a7,/users/project/4DGenome/sequencing/2015-10-16/fastqc/c0b8584ea_48a4704a7_read1_fastqc/fastqc_data.txt,0.11.2,169254296,,43,pass,pass,warn,pass,pass,warn,54.26170342928064,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/c0b8584ea_48a4704a7_read2_fastqc/fastqc_data.txt,169254296,,43,pass,pass,fail,pass,pass,fail,49.247991369218376,pass,pass,fail,75,75
e6588f786_d258bd3a6,/users/project/4DGenome/sequencing/2015-10-16/fastqc/e6588f786_d258bd3a6_read1_fastqc/fastqc_data.txt,0.11.2,200645620,,44,pass,pass,warn,pass,pass,warn,57.77868144706931,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/e6588f786_d258bd3a6_read2_fastqc/fastqc_data.txt,200645620,,44,pass,pass,warn,pass,pass,warn,52.57270871200941,pass,pass,fail,75,75
e6588f786_e2c0f2bec,/users/project/4DGenome/sequencing/2015-10-16/fastqc/e6588f786_e2c0f2bec_read1_fastqc/fastqc_data.txt,0.11.2,237036701,,44,pass,pass,warn,pass,pass,warn,54.10091787032145,pass,pass,fail,/users/project/4DGenome/sequencing/2015-10-16/fastqc/e6588f786_e2c0f2bec_read2_fastqc/fastqc_data.txt,237036701,,44,pass,pass,warn,pass,pass,fail,47.80946174629601,pass,pass,fail,75,75
b742f3789_ae7e2295e,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_ae7e2295e_read1_fastqc/fastqc_data.txt,0.11.2,323647076,,43,pass,pass,fail,pass,pass,pass,83.74791655670744,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_ae7e2295e_read2_fastqc/fastqc_data.txt,323647076,,43,pass,pass,fail,pass,pass,pass,86.78670822615102,pass,pass,fail,75,75
b742f3789_43b4d3493,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_43b4d3493_read1_fastqc/fastqc_data.txt,0.11.2,332014477,,43,pass,pass,fail,pass,pass,pass,84.6405267369281,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_43b4d3493_read2_fastqc/fastqc_data.txt,332014477,,43,pass,pass,fail,pass,pass,pass,86.81918405510575,pass,pass,fail,75,75
b742f3789_38bfd1b33,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_38bfd1b33_read1_fastqc/fastqc_data.txt,0.11.2,333185910,,42,pass,pass,warn,pass,pass,pass,89.22031773884498,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_38bfd1b33_read2_fastqc/fastqc_data.txt,333185910,,42,pass,pass,warn,pass,pass,pass,89.67133994366951,pass,pass,fail,75,75
b742f3789_c1e70a5fd,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_c1e70a5fd_read1_fastqc/fastqc_data.txt,0.11.2,325123100,,43,pass,pass,fail,pass,pass,pass,85.59437180824023,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_c1e70a5fd_read2_fastqc/fastqc_data.txt,325123100,,43,pass,pass,fail,pass,pass,pass,87.27313172512731,pass,pass,fail,75,75
b742f3789_8dba31991,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_8dba31991_read1_fastqc/fastqc_data.txt,0.11.2,352370131,,43,pass,pass,fail,pass,pass,pass,80.58682613785346,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b742f3789_8dba31991_read2_fastqc/fastqc_data.txt,352370131,,43,pass,pass,fail,pass,pass,pass,83.63874349815605,pass,pass,fail,75,75
b7fa2d8db_7284b867a,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b7fa2d8db_7284b867a_read1_fastqc/fastqc_data.txt,0.11.2,362265546,,43,pass,pass,fail,pass,pass,pass,84.73993555374587,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/b7fa2d8db_7284b867a_read2_fastqc/fastqc_data.txt,362265546,,43,pass,pass,fail,pass,pass,pass,87.2728823339291,pass,pass,fail,75,75
a7c643d27_4ed08f4eb,/users/project/4DGenome/sequencing/2016-03-05/fastqc/a7c643d27_4ed08f4eb_read1_fastqc/fastqc_data.txt,0.11.2,371003352,,43,pass,pass,fail,pass,pass,pass,83.82698444461676,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-05/fastqc/a7c643d27_4ed08f4eb_read2_fastqc/fastqc_data.txt,371003352,,43,pass,pass,fail,pass,pass,pass,86.2944744185798,pass,pass,fail,75,75
b742f3789_128e263fa,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_128e263fa_read1_fastqc/fastqc_data.txt,0.11.2,328039647,,43,pass,pass,fail,pass,pass,pass,84.33295743326521,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_128e263fa_read2_fastqc/fastqc_data.txt,328039647,,43,pass,pass,fail,pass,pass,pass,85.72226875660046,pass,pass,fail,75,75
a7c643d27_ed0f2b6ec,/users/project/4DGenome/sequencing/2016-03-17/fastqc/a7c643d27_ed0f2b6ec_read1_fastqc/fastqc_data.txt,0.11.2,338756733,,43,pass,pass,fail,pass,pass,pass,86.86512988411656,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/a7c643d27_ed0f2b6ec_read2_fastqc/fastqc_data.txt,338756733,,42,pass,pass,fail,pass,pass,pass,88.73615833974645,pass,pass,fail,75,75
fc3e8b36a_c990a254e,/users/project/4DGenome/sequencing/2016-03-17/fastqc/fc3e8b36a_c990a254e_read1_fastqc/fastqc_data.txt,0.11.2,338339114,,43,pass,pass,fail,pass,pass,pass,88.03579117452419,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/fc3e8b36a_c990a254e_read2_fastqc/fastqc_data.txt,338339114,,43,pass,pass,fail,pass,pass,pass,87.92654939902819,pass,pass,fail,75,75
b742f3789_37b77d82a,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_37b77d82a_read1_fastqc/fastqc_data.txt,0.11.2,347191431,,43,pass,pass,fail,pass,pass,pass,86.80257426824956,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_37b77d82a_read2_fastqc/fastqc_data.txt,347191431,,43,pass,pass,fail,pass,pass,pass,87.75292319915444,pass,pass,fail,75,75
b742f3789_d4ae493c2,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_d4ae493c2_read1_fastqc/fastqc_data.txt,0.11.2,350454059,,42,pass,pass,fail,pass,pass,pass,87.03258276798276,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_d4ae493c2_read2_fastqc/fastqc_data.txt,350454059,,42,pass,pass,warn,pass,pass,pass,88.02341754965491,pass,pass,fail,75,75
b7fa2d8db_58e812fc2,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b7fa2d8db_58e812fc2_read1_fastqc/fastqc_data.txt,0.11.2,363819976,,42,pass,pass,fail,pass,pass,pass,87.83753891380518,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b7fa2d8db_58e812fc2_read2_fastqc/fastqc_data.txt,363819976,,42,pass,pass,warn,pass,pass,pass,88.69284488864929,pass,pass,fail,75,75
b742f3789_ac863ca20,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_ac863ca20_read1_fastqc/fastqc_data.txt,0.11.2,410487238,,42,pass,pass,fail,pass,pass,pass,85.7490419552585,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-17/fastqc/b742f3789_ac863ca20_read2_fastqc/fastqc_data.txt,410487238,,42,pass,pass,fail,pass,pass,pass,87.30553338469197,pass,pass,fail,75,75
b742f3789_c70705afa,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_c70705afa_read1_fastqc/fastqc_data.txt,0.11.2,222018028,,43,pass,pass,fail,pass,pass,pass,80.92554791908397,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_c70705afa_read2_fastqc/fastqc_data.txt,222018028,,43,pass,pass,fail,pass,pass,pass,82.30863808944851,warn,pass,fail,76,76
b742f3789_e7bdfae99,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_e7bdfae99_read1_fastqc/fastqc_data.txt,0.11.2,250679024,,43,pass,pass,fail,pass,pass,pass,81.42303327268914,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_e7bdfae99_read2_fastqc/fastqc_data.txt,250679024,,43,pass,pass,fail,pass,pass,pass,83.51245235317674,warn,pass,fail,76,76
a7c643d27_0a5e1eceb,/users/project/4DGenome/sequencing/2016-03-18/fastqc/a7c643d27_0a5e1eceb_read1_fastqc/fastqc_data.txt,0.11.2,269901313,,43,pass,pass,fail,pass,pass,pass,83.44481260569955,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/a7c643d27_0a5e1eceb_read2_fastqc/fastqc_data.txt,269901313,,43,pass,pass,fail,pass,pass,pass,83.9157069648997,warn,pass,fail,76,76
b742f3789_cc080e75b,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_cc080e75b_read1_fastqc/fastqc_data.txt,0.11.2,272129240,,43,pass,pass,fail,pass,pass,pass,82.32247187335874,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_cc080e75b_read2_fastqc/fastqc_data.txt,272129240,,43,pass,pass,fail,pass,pass,pass,82.8284159691357,warn,pass,fail,76,76
b7fa2d8db_f95e85d16,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b7fa2d8db_f95e85d16_read1_fastqc/fastqc_data.txt,0.11.2,283043211,,43,pass,pass,fail,pass,pass,pass,83.105538310449,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b7fa2d8db_f95e85d16_read2_fastqc/fastqc_data.txt,283043211,,43,pass,pass,fail,pass,pass,pass,83.56429960813594,warn,pass,fail,76,76
a7c643d27_b491090af,/users/project/4DGenome/sequencing/2016-03-22/fastqc/a7c643d27_b491090af_read1_fastqc/fastqc_data.txt,0.11.2,302590313,,43,pass,pass,fail,pass,pass,pass,81.64126252089345,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/a7c643d27_b491090af_read2_fastqc/fastqc_data.txt,302590313,,43,pass,pass,fail,pass,pass,pass,83.48985248055085,warn,pass,fail,76,76
b742f3789_6f48b6b45,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_6f48b6b45_read1_fastqc/fastqc_data.txt,0.11.2,305542632,,43,pass,pass,fail,pass,pass,pass,83.54960977808464,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_6f48b6b45_read2_fastqc/fastqc_data.txt,305542632,,43,pass,pass,fail,pass,pass,pass,84.09544024221596,warn,pass,fail,76,76
b742f3789_f662f17c8,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_f662f17c8_read1_fastqc/fastqc_data.txt,0.11.2,296923978,,43,pass,pass,fail,pass,pass,pass,82.65311843956043,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/b742f3789_f662f17c8_read2_fastqc/fastqc_data.txt,296923978,,43,pass,pass,fail,pass,pass,pass,83.68491484414325,warn,pass,fail,76,76
b742f3789_1ce290c57,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_1ce290c57_read1_fastqc/fastqc_data.txt,0.11.2,312109078,,43,pass,pass,fail,pass,pass,pass,79.46558882505704,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_1ce290c57_read2_fastqc/fastqc_data.txt,312109078,,43,pass,pass,fail,pass,pass,pass,80.80301769086994,warn,pass,fail,76,76
b742f3789_01d7fe832,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_01d7fe832_read1_fastqc/fastqc_data.txt,0.11.2,311007434,,42,pass,pass,fail,pass,pass,pass,82.97452798022317,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_01d7fe832_read2_fastqc/fastqc_data.txt,311007434,,42,pass,pass,fail,pass,pass,pass,83.94125355758662,warn,pass,fail,76,76
fc3e8b36a_c3cf37482,/users/project/4DGenome/sequencing/2016-03-22/fastqc/fc3e8b36a_c3cf37482_read1_fastqc/fastqc_data.txt,0.11.2,327395391,,42,pass,pass,warn,pass,pass,pass,85.5683565027215,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-22/fastqc/fc3e8b36a_c3cf37482_read2_fastqc/fastqc_data.txt,327395391,,42,pass,pass,warn,pass,pass,pass,85.59322706091005,pass,pass,fail,76,76
b7fa2d8db_4c96b48a9,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b7fa2d8db_4c96b48a9_read1_fastqc/fastqc_data.txt,0.11.2,332989091,,43,pass,pass,fail,pass,pass,pass,83.1121836608216,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b7fa2d8db_4c96b48a9_read2_fastqc/fastqc_data.txt,332989091,,42,pass,pass,fail,pass,pass,pass,84.2220032400839,warn,pass,fail,76,76
fc3e8b36a_4ff2182a3,/users/project/4DGenome/sequencing/2016-03-18/fastqc/fc3e8b36a_4ff2182a3_read1_fastqc/fastqc_data.txt,0.11.2,363126824,,42,pass,pass,warn,pass,pass,pass,85.03708961537303,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/fc3e8b36a_4ff2182a3_read2_fastqc/fastqc_data.txt,363126824,,42,pass,pass,warn,pass,pass,pass,85.25426775814687,pass,pass,fail,76,76
b742f3789_55a06ab10,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_55a06ab10_read1_fastqc/fastqc_data.txt,0.11.2,390421248,,43,pass,pass,fail,pass,pass,pass,81.76137213189074,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-18/fastqc/b742f3789_55a06ab10_read2_fastqc/fastqc_data.txt,390421248,,42,pass,pass,fail,pass,pass,pass,82.5723525477587,warn,pass,fail,76,76
b742f3789_bedabf2d3,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_bedabf2d3_read1_fastqc/fastqc_data.txt,0.11.2,50043104,,42,pass,pass,fail,pass,pass,pass,94.44485722298745,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_bedabf2d3_read2_fastqc/fastqc_data.txt,50043104,,43,pass,pass,fail,pass,pass,pass,94.70221766000547,warn,pass,fail,75,75
b742f3789_900ec8f51,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_900ec8f51_read1_fastqc/fastqc_data.txt,0.11.2,53396695,,43,pass,pass,fail,pass,pass,pass,92.36078812168445,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_900ec8f51_read2_fastqc/fastqc_data.txt,53396695,,43,pass,pass,fail,pass,pass,pass,93.49981975369349,warn,pass,fail,75,75
b742f3789_181aff666,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_181aff666_read1_fastqc/fastqc_data.txt,0.11.2,59477580,,43,pass,pass,fail,pass,pass,pass,93.48364274831395,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_181aff666_read2_fastqc/fastqc_data.txt,59477580,,43,pass,pass,fail,pass,pass,pass,94.17663360478933,warn,pass,fail,75,75
a7c643d27_aa49bffa0,/users/project/4DGenome/sequencing/2016-03-14/fastqc/a7c643d27_aa49bffa0_read1_fastqc/fastqc_data.txt,0.11.2,57493991,,43,pass,pass,fail,pass,pass,pass,93.68950167163368,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/a7c643d27_aa49bffa0_read2_fastqc/fastqc_data.txt,57493991,,43,pass,pass,fail,pass,pass,pass,94.06001171143468,warn,pass,fail,75,75
b742f3789_ee4742bb9,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_ee4742bb9_read1_fastqc/fastqc_data.txt,0.11.2,61971187,,43,pass,pass,fail,pass,pass,pass,93.68002471879105,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b742f3789_ee4742bb9_read2_fastqc/fastqc_data.txt,61971187,,43,pass,pass,fail,pass,pass,pass,93.98222406216729,warn,pass,fail,75,75
fc3e8b36a_ed57eda78,/users/project/4DGenome/sequencing/2016-03-14/fastqc/fc3e8b36a_ed57eda78_read1_fastqc/fastqc_data.txt,0.11.2,64088383,,43,pass,pass,fail,pass,pass,pass,94.16684921706124,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/fc3e8b36a_ed57eda78_read2_fastqc/fastqc_data.txt,64088383,,43,pass,pass,fail,pass,pass,pass,94.536938602691,warn,pass,fail,75,75
b7fa2d8db_333a703b9,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b7fa2d8db_333a703b9_read1_fastqc/fastqc_data.txt,0.11.2,70734659,,43,pass,pass,fail,pass,pass,pass,94.00727364553782,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-14/fastqc/b7fa2d8db_333a703b9_read2_fastqc/fastqc_data.txt,70734659,,43,pass,pass,fail,pass,pass,pass,94.533547254775,warn,pass,fail,75,75
b7fa2d8db_98bc1df37,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b7fa2d8db_98bc1df37_read1_fastqc/fastqc_data.txt,0.11.2,52516140,,43,pass,pass,fail,pass,pass,pass,94.21073548428748,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b7fa2d8db_98bc1df37_read2_fastqc/fastqc_data.txt,52516140,,43,pass,pass,fail,pass,pass,pass,94.87030574505486,warn,pass,fail,75,75
b742f3789_6f4a57606,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_6f4a57606_read1_fastqc/fastqc_data.txt,0.11.2,53847462,,42,pass,pass,fail,pass,pass,pass,94.60429439522639,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_6f4a57606_read2_fastqc/fastqc_data.txt,53847462,,43,pass,pass,warn,pass,pass,pass,94.93042166153677,warn,pass,fail,75,75
b742f3789_2337dcf66,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_2337dcf66_read1_fastqc/fastqc_data.txt,0.11.2,58879803,,43,pass,pass,fail,pass,pass,pass,92.34112106943941,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_2337dcf66_read2_fastqc/fastqc_data.txt,58879803,,43,pass,pass,fail,pass,pass,pass,93.19537500120745,warn,pass,fail,75,75
a7c643d27_0aa35af8e,/users/project/4DGenome/sequencing/2016-03-24/fastqc/a7c643d27_0aa35af8e_read1_fastqc/fastqc_data.txt,0.11.2,58760654,,43,pass,pass,fail,pass,pass,pass,93.49848858113602,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/a7c643d27_0aa35af8e_read2_fastqc/fastqc_data.txt,58760654,,43,pass,pass,fail,pass,pass,pass,94.63481895613828,warn,pass,fail,75,75
fc3e8b36a_4c48f0739,/users/project/4DGenome/sequencing/2016-03-24/fastqc/fc3e8b36a_4c48f0739_read1_fastqc/fastqc_data.txt,0.11.2,61376862,,43,pass,pass,fail,pass,pass,pass,92.99256518136511,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/fc3e8b36a_4c48f0739_read2_fastqc/fastqc_data.txt,61376862,,43,pass,pass,fail,pass,pass,pass,94.25832772822787,warn,pass,fail,75,75
